"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
8.252,8.636,9.884,10.556,11.228,10.076,8.348,8.252,7.964,8.252,11.708,9.98,9.692,8.06,7.004,11.42,11.42,9.884,7.484,6.908,9.5,9.884,9.692,6.62,6.428,9.404,10.652,10.652,11.42,10.364,9.116,9.788,9.884,9.596,8.828,8.636,8.54,9.5,10.076,10.364,10.46,6.428,7.58,9.788,12.572,8.444,7.196,6.62,8.54,8.444,6.332,6.044,8.924,11.612,11.132,7.388,6.14,6.812,11.228,10.748
8.06,9.404,7.964,7.964,11.42,12.956,9.212,8.828,9.02,7.868,7.868,8.156,8.924,7.772,7.772,9.98,7.484,6.524,7.772,7.292,13.34,10.844,9.116,6.044,7.292,8.54,9.308,8.06,9.788,11.516,9.884,9.02,8.156,7.676,10.364,9.212,6.236,6.236,6.812,10.076,9.884,8.252,7.388,6.524,9.308,9.404,11.132,11.612,11.324,7.1,7.292,7.1,9.308,9.884,10.652,8.348,5.66,6.14,7.484,6.812
9.884,10.076,9.98,8.252,6.62,6.236,9.116,11.42,11.228,6.62,6.428,10.844,13.244,10.268,9.404,6.428,7.1,9.692,10.556,7.196,7.196,9.116,9.404,9.5,10.268,8.252,7.484,6.812,9.98,11.324,10.076,9.116,9.98,9.98,7.58,6.044,7.004,9.884,10.172,10.172,10.076,10.076,8.444,7.772,8.348,14.972,15.068,11.036,6.332,6.332,10.46,9.884,10.268,7.58,6.62,9.788,12.572,10.268,8.252,7.484
8.06,9.116,10.46,11.132,9.308,9.404,9.404,9.116,9.308,8.636,10.652,10.94,9.884,8.348,6.908,7.58,9.212,12.956,11.324,10.844,6.332,7.1,10.748,11.324,9.692,6.332,6.236,7.292,10.748,9.98,9.308,7.772,7.292,5.948,7.484,7.964,10.748,10.076,8.636,7.388,9.404,9.98,9.788,7.868,6.524,10.652,11.324,8.54,6.62,6.236,7.868,8.54,8.06,7.964,12.38,11.324,10.172,9.02,9.212,9.884
10.172,10.268,8.06,8.06,12.38,11.324,10.748,9.596,10.076,9.692,7.964,7.484,11.42,10.652,10.652,8.444,6.524,6.62,9.212,9.308,9.5,9.5,7.484,6.812,6.716,10.268,9.5,8.54,7.484,6.428,9.404,12.956,11.42,10.268,6.524,6.524,8.444,11.42,10.172,6.524,7.868,11.228,11.132,11.516,11.036,7.964,6.524,7.772,10.268,11.036,8.348,9.116,9.5,9.692,8.828,5.66,7.484,9.884,11.324,11.036
9.98,10.748,9.884,9.404,7.484,9.308,10.844,10.172,10.076,9.98,10.076,9.884,9.308,7.772,7.004,12.188,11.804,11.804,9.692,9.5,7.484,6.908,8.348,8.828,8.828,9.5,9.308,8.828,7.868,8.156,11.036,9.308,6.236,5.66,9.884,10.748,9.98,11.036,10.652,9.116,7.004,5.948,6.236,7.772,7.196,6.908,6.812,11.804,10.748,9.5,9.884,9.788,9.884,10.364,10.652,8.348,6.62,6.524,8.06,7.484
9.692,9.02,7.292,8.732,11.036,10.652,6.332,6.044,8.06,8.636,10.46,9.98,8.924,8.828,9.692,10.652,11.036,9.308,9.308,7.868,8.54,10.076,10.748,8.06,7.1,7.004,6.716,9.404,10.076,10.172,8.924,8.252,9.02,7.58,6.908,9.788,13.148,11.708,9.98,10.364,9.116,6.812,8.252,8.06,9.308,9.212,8.156,7.004,11.516,10.076,9.884,9.5,8.348,7.484,7.004,6.62,6.236,6.62,10.076,9.692
8.252,8.444,8.924,10.268,11.036,11.132,11.324,11.516,12.188,12.764,10.076,7.964,7.1,8.444,11.228,10.172,6.236,6.044,6.044,6.428,6.236,6.524,7.58,6.812,9.5,12.476,9.98,7.868,7.292,10.844,12.38,12.38,11.228,9.98,6.044,6.332,6.716,6.716,8.636,10.364,9.884,7.292,7.292,8.348,9.212,9.884,9.788,7.004,6.62,9.212,9.98,9.884,8.156,7.1,7.484,8.54,9.404,9.116,10.172,11.228
8.156,8.54,9.404,11.804,9.404,9.308,9.212,10.268,9.5,6.908,5.948,6.044,6.236,9.116,9.116,8.828,8.924,10.076,11.516,9.884,9.884,8.06,6.428,9.404,8.924,9.98,10.172,7.196,6.524,8.348,11.132,10.748,8.252,7.1,7.676,7.292,10.172,11.324,8.828,8.156,9.404,8.54,9.788,9.5,8.444,6.428,6.716,11.132,10.652,10.172,8.252,6.62,6.812,10.46,9.884,9.5,7.676,9.308,11.036,9.02
7.868,9.404,10.748,10.364,7.964,6.044,10.364,9.884,9.884,9.308,7.676,7.964,9.884,9.404,6.716,7.964,8.348,11.324,11.036,10.652,10.46,9.692,7.196,6.14,6.044,8.636,11.42,9.308,10.268,9.98,8.252,8.156,7.004,7.676,11.804,11.42,11.228,6.428,6.428,7.292,9.884,9.884,7.004,7.196,9.212,11.036,10.844,8.348,7.292,7.388,8.156,10.172,14.876,9.98,9.98,9.5,6.812,6.524,7.868,11.132
9.5,9.788,9.596,6.908,7.484,9.02,11.708,11.324,9.884,10.748,8.444,8.828,9.308,9.788,9.884,7.868,6.524,6.62,7.484,9.308,10.172,9.788,10.172,11.132,11.132,11.324,12.476,7.58,7.196,7.58,9.212,11.708,11.612,10.076,7.004,6.716,7.388,7.484,8.828,9.884,10.172,10.652,9.596,6.716,7.1,10.076,9.98,9.884,9.884,7.964,7.196,8.828,10.172,10.748,9.212,9.788,9.884,7.58,7.676,9.884
9.5,10.556,9.884,9.884,7.964,7.196,10.748,10.556,10.364,9.884,8.252,9.116,9.308,10.172,10.364,9.5,7.292,5.66,8.156,8.156,11.228,10.268,9.404,6.332,6.428,10.364,11.708,10.172,7.868,8.156,11.228,10.94,10.46,6.62,6.716,6.908,7.58,9.404,10.652,11.708,9.884,9.884,6.908,6.524,9.788,9.5,8.348,8.924,10.364,11.516,10.844,9.404,6.332,6.716,8.156,10.268,11.132,10.076,9.692,9.404
8.828,8.54,8.06,7.964,7.292,13.436,9.884,6.908,6.716,6.62,7.196,9.788,11.708,10.076,8.348,8.06,7.58,11.996,9.212,10.364,10.844,9.116,9.212,8.348,7.676,6.428,7.484,10.076,10.652,7.484,6.14,6.812,9.5,10.172,9.788,8.54,7.676,8.444,10.172,7.388,7.388,9.308,13.82,7.964,6.044,7.196,10.172,10.076,10.652,11.612,9.5,6.908,8.06,8.54,10.172,9.884,10.076,8.252,8.348,7.292
7.292,8.252,9.788,7.388,6.14,9.308,14.876,11.516,8.348,6.332,7.196,9.98,10.364,10.364,11.228,9.5,6.044,6.236,9.884,12.476,11.036,11.612,9.404,8.54,8.444,7.772,7.292,6.62,8.348,7.292,6.812,9.884,10.268,8.252,6.332,6.428,9.884,12.476,11.516,9.596,6.812,6.428,9.884,11.228,10.172,7.484,8.156,9.02,8.636,8.252,8.252,8.444,8.732,7.1,6.62,6.62,7.964,9.884,8.348,6.62
6.524,6.524,6.332,11.324,11.516,9.788,6.524,6.62,6.14,7.004,8.636,10.076,9.884,9.884,9.98,10.076,8.348,8.924,9.98,9.98,10.172,9.404,8.732,8.924,9.308,10.844,11.804,10.076,9.02,8.252,7.58,6.812,9.308,9.884,9.5,7.868,7.1,10.748,10.076,7.58,5.756,6.716,9.5,10.076,10.172,8.156,7.388,6.236,7.58,10.172,11.228,11.42,7.388,6.044,7.292,6.812,9.98,7.292,6.044,6.62
7.388,8.636,9.98,12.38,9.116,8.06,9.884,8.252,6.908,6.812,6.62,9.884,12.668,11.612,10.364,10.652,11.036,11.42,8.924,7.388,7.964,10.652,14.684,10.076,8.54,6.62,6.524,6.044,11.036,9.98,9.788,8.828,6.524,6.908,9.212,11.42,10.268,7.196,6.044,10.364,11.132,10.748,7.772,7.1,9.308,9.5,9.884,9.98,10.076,9.884,9.98,7.196,6.044,9.212,11.516,11.228,9.788,6.812,7.772,9.788
9.884,10.076,10.076,10.268,10.076,7.676,6.044,6.236,7.772,9.212,8.156,6.332,7.772,11.228,10.748,10.748,9.884,10.172,10.076,9.98,7.196,6.14,7.964,8.732,9.116,9.98,8.156,6.908,7.292,9.116,11.132,11.804,8.06,7.868,11.42,11.516,11.42,11.612,10.076,9.98,9.884,8.924,8.252,9.884,9.98,11.132,12.956,8.156,7.964,7.58,7.58,9.788,11.036,9.404,11.132,8.444,6.044,6.14,9.404,11.036
9.692,8.348,8.252,11.228,7.868,7.292,9.788,11.036,7.676,6.044,6.716,7.58,7.388,8.348,9.5,9.98,11.324,8.348,6.332,6.236,7.004,7.1,10.844,10.46,9.596,7.964,7.58,6.236,7.196,9.884,10.268,9.5,8.636,9.116,7.004,8.156,8.444,11.42,11.228,8.156,6.524,6.524,6.812,10.652,11.132,9.788,7.004,8.348,9.308,9.404,8.444,5.852,8.156,9.884,11.804,9.884,6.332,7.964,9.884,9.98
8.732,9.212,10.46,10.748,10.748,7.004,6.716,7.196,9.5,11.804,11.516,11.228,11.324,9.98,6.62,7.196,8.156,8.156,10.652,11.132,10.268,7.004,9.212,9.788,9.98,10.076,8.252,9.212,7.004,9.404,12.572,10.844,10.172,9.116,7.1,6.62,9.884,10.844,9.308,6.236,5.852,9.308,9.308,9.884,10.652,10.652,9.884,7.292,6.044,9.02,10.172,11.42,9.884,9.98,10.172,9.884,10.268,10.364,7.292,6.236
9.404,9.884,8.156,8.444,11.804,11.132,10.844,7.58,7.004,7.676,7.964,10.364,11.804,10.748,6.524,8.348,10.94,12.188,9.212,11.516,10.748,11.228,10.748,9.5,10.46,10.46,9.98,10.652,10.556,7.484,6.044,6.14,8.828,10.748,10.364,6.428,8.252,9.212,9.212,9.692,9.98,11.324,8.444,9.308,7.484,6.236,9.308,9.884,7.388,7.676,10.076,10.172,8.252,6.14,5.66,8.636,9.116,9.116,8.636,7.004
9.404,10.46,8.156,7.484,8.156,10.076,11.42,10.268,10.748,11.228,11.132,8.06,8.828,9.308,9.404,9.404,9.5,8.252,9.5,8.924,9.404,9.884,11.516,11.516,9.884,6.428,7.484,7.964,9.98,9.788,9.02,7.772,9.404,12.956,12.764,11.036,9.788,6.332,6.332,6.332,6.908,7.964,9.404,9.5,8.348,9.5,6.524,9.884,9.98,7.292,9.98,12.188,10.076,12.764,10.268,9.212,7.004,6.62,11.324,11.036
9.5,10.94,10.46,6.812,7.196,10.076,15.068,11.612,10.364,7.964,7.388,10.364,10.844,9.404,8.732,6.716,5.948,7.196,8.924,8.924,9.212,9.884,9.5,7.292,7.58,9.788,10.748,11.324,10.364,9.884,7.868,6.332,7.868,7.58,7.58,9.5,11.516,9.884,6.14,6.332,9.212,8.828,9.788,8.252,7.58,7.58,9.212,10.844,10.172,9.404,8.348,6.716,6.428,6.332,6.332,7.1,7.676,9.212,12.092,11.036
9.98,10.94,8.06,6.716,8.54,10.172,10.076,9.212,8.252,9.404,9.5,9.884,11.324,11.036,6.908,7.1,9.98,9.788,8.348,6.62,6.332,9.98,12.38,9.98,7.484,7.196,7.676,9.5,11.9,15.068,9.404,6.332,6.044,9.404,9.98,9.212,7.292,8.348,9.98,8.348,8.924,9.212,10.076,10.94,10.94,12.476,10.364,8.252,7.772,7.676,7.58,9.884,10.652,9.884,9.884,9.98,8.444,7.484,6.812,9.98
10.46,9.02,7.676,6.812,7.964,12.86,11.036,9.884,10.652,10.748,9.02,7.196,7.868,7.388,9.308,7.868,7.388,7.292,9.884,11.516,9.884,6.044,6.236,8.06,7.676,11.228,10.652,9.596,10.652,6.908,6.236,10.94,11.324,12.764,9.692,9.212,7.292,10.172,9.5,7.484,8.156,9.884,12.284,7.388,6.332,7.004,6.62,6.524,6.428,9.404,11.612,10.172,6.908,6.524,9.692,13.34,9.98,7.868,5.66,6.14
9.116,9.884,9.98,6.908,6.332,7.676,9.692,10.748,10.748,7.58,6.524,7.1,10.172,12.956,10.172,8.348,5.66,6.62,9.98,9.788,8.156,6.332,6.62,6.62,6.236,6.716,9.884,9.884,7.388,7.196,7.676,10.172,11.132,7.388,9.02,9.884,7.772,7.004,6.428,6.716,11.42,14.78,11.612,11.42,8.156,6.908,9.5,11.516,11.42,9.98,9.788,7.484,6.332,9.308,13.052,14.972,11.42,7.004,7.292,10.748
9.788,10.172,8.828,6.236,7.292,8.732,9.5,10.076,9.212,8.54,9.788,7.964,7.484,7.292,8.252,9.5,10.844,10.844,6.332,6.14,9.404,11.612,11.612,7.292,6.812,9.116,9.596,9.596,9.884,11.132,10.172,6.332,6.716,11.324,13.34,11.324,7.58,5.948,9.212,11.324,12.572,8.252,6.908,8.348,9.212,8.636,9.884,9.5,7.964,7.484,10.652,11.612,11.612,10.076,6.332,6.428,9.884,10.844,9.98,8.348
9.788,9.884,11.9,8.252,11.612,10.652,6.524,6.716,6.524,6.812,7.004,9.788,11.228,8.828,8.252,7.676,8.06,8.156,9.788,7.58,6.236,7.004,7.484,7.196,9.788,9.692,6.716,7.196,7.292,9.404,11.228,11.516,9.116,9.98,10.46,11.516,8.924,7.58,7.772,7.676,7.484,10.268,12.38,11.516,10.076,9.308,7.484,5.66,8.252,8.444,7.868,7.58,7.004,9.884,9.404,9.308,6.908,8.444,8.348,8.828
9.308,10.076,10.076,10.364,10.844,10.844,9.308,9.788,10.076,7.484,6.524,7.868,11.132,11.132,10.652,7.676,8.252,10.748,10.076,9.788,9.98,7.388,7.1,6.812,11.804,10.076,9.404,9.308,8.444,6.908,6.524,6.524,6.044,11.804,12.38,12.188,10.46,10.172,9.404,7.388,6.524,6.428,6.236,8.828,11.324,10.076,9.788,9.308,6.332,5.66,5.948,7.772,9.884,13.628,11.132,8.828,7.484,7.292,7.196,6.332
8.444,9.404,9.5,6.524,6.044,9.692,12.476,11.42,9.884,10.076,9.212,6.428,6.62,9.98,10.268,10.172,7.676,6.332,7.292,10.748,11.516,11.324,9.404,8.444,8.156,7.292,10.748,11.804,11.036,11.324,8.252,5.948,7.388,11.036,11.228,11.228,8.732,9.692,9.788,9.692,8.444,9.5,9.884,11.036,11.132,10.268,7.292,6.236,8.156,8.54,11.324,11.324,9.308,6.332,7.58,9.5,10.844,9.884,6.524,6.428
9.98,9.884,7.964,6.524,10.46,10.268,7.484,6.62,10.076,10.172,10.652,11.036,9.98,6.428,6.908,7.004,8.252,12.38,12.764,9.212,9.116,8.252,10.076,9.98,8.156,6.716,6.428,9.02,11.516,7.964,7.388,6.332,7.868,7.58,7.484,9.404,10.268,9.212,8.06,7.292,10.172,7.292,6.14,8.54,9.02,8.252,7.292,6.428,7.004,10.172,7.868,7.292,7.292,10.94,8.348,7.292,7.196,7.868,7.388,11.324
6.908,6.812,6.908,11.132,11.42,10.844,9.788,9.404,8.348,6.14,6.236,7.484,11.132,9.98,7.292,6.236,9.02,9.404,9.212,11.612,10.076,6.428,6.332,9.788,10.076,9.308,9.116,9.116,8.732,10.268,11.036,7.868,7.964,9.98,11.804,9.5,10.172,8.54,7.772,7.196,10.46,10.844,10.076,10.076,8.828,7.772,7.196,8.924,7.196,7.1,10.268,8.156,7.964,9.98,8.924,6.908,7.388,10.364,9.5,6.908
6.716,6.62,6.044,6.428,6.524,11.42,11.228,9.116,6.524,6.62,6.236,9.788,11.132,10.556,8.636,9.308,9.788,10.268,9.692,9.884,9.98,9.98,9.98,9.98,8.444,7.772,7.676,8.06,9.692,9.404,8.828,6.62,8.348,10.268,10.556,9.884,6.62,8.924,9.884,10.844,9.116,7.196,7.292,6.524,9.116,13.052,12.668,11.228,11.036,7.484,6.236,7.58,9.5,9.308,8.54,7.868,7.964,8.444,9.884,9.98
10.172,11.036,10.748,11.516,10.268,7.484,6.044,6.908,8.828,10.748,10.748,8.444,6.236,7.1,7.676,9.884,11.324,10.844,10.268,11.708,8.252,9.404,10.364,7.484,6.524,7.388,9.308,10.364,10.364,7.004,6.332,9.98,14.108,10.844,10.076,11.036,9.884,6.236,6.524,9.692,13.628,12.668,9.116,7.484,7.772,7.292,10.076,10.652,7.1,6.332,6.908,9.116,9.788,10.364,10.844,7.388,6.14,7.292,9.404,9.98
7.964,7.292,10.364,11.42,10.076,8.252,6.14,6.14,9.5,10.364,11.324,10.652,6.812,6.908,6.908,7.388,7.1,9.5,9.98,7.292,6.044,7.1,6.908,6.236,8.252,11.324,11.324,9.404,6.332,9.884,9.884,6.62,6.236,10.172,11.42,10.172,10.076,10.172,10.268,10.652,9.212,8.252,7.964,8.636,10.844,10.844,6.428,6.428,9.212,11.516,11.42,11.324,7.964,6.716,6.812,9.884,11.228,10.844,9.884,10.844
9.5,10.748,11.228,11.324,11.228,10.94,10.076,9.884,9.884,9.5,6.812,7.196,9.308,10.364,10.46,9.5,6.044,5.948,7.004,11.132,14.972,11.324,11.42,10.076,6.044,6.044,7.58,7.868,8.348,9.788,11.228,10.172,9.884,8.06,7.868,11.804,11.516,6.332,7.196,8.06,7.964,9.308,9.884,10.172,9.98,7.58,8.156,11.612,10.076,9.404,7.292,6.812,8.348,8.348,6.812,8.156,11.708,10.268,6.428,6.428
9.98,10.844,11.804,9.98,9.98,8.348,6.716,6.716,6.908,8.252,10.844,9.884,9.788,9.596,8.924,6.908,7.772,11.036,9.788,9.596,8.444,8.444,8.444,9.404,8.54,9.5,9.212,7.196,7.004,6.428,6.332,5.66,6.716,9.884,8.924,6.908,8.732,10.748,10.748,11.708,11.036,11.324,11.132,11.036,11.036,8.06,8.924,8.252,9.5,9.212,9.116,9.98,8.636,9.116,8.348,6.716,8.444,10.076,10.076,10.076
8.636,7.388,6.62,8.732,10.364,7.004,7.292,7.772,10.748,13.436,10.268,6.62,6.14,6.14,9.788,11.036,10.172,9.404,6.908,6.14,6.908,9.884,12.572,12.956,10.172,9.212,8.156,9.5,9.98,9.98,10.748,8.156,6.332,10.364,11.516,12.476,11.132,7.964,6.428,9.5,9.5,9.404,7.964,6.716,8.924,11.324,11.228,7.196,6.716,6.716,8.828,7.868,6.716,7.292,7.676,7.868,9.596,11.324,10.748,7.868
9.116,9.788,10.268,9.98,7.388,6.044,8.348,9.308,9.98,9.116,6.332,6.716,10.076,9.5,9.692,9.884,9.884,8.06,8.348,11.516,9.884,8.348,6.62,5.66,6.14,6.62,9.884,10.652,10.364,10.076,10.076,9.116,7.676,8.156,9.404,12.764,9.98,9.404,9.692,7.964,6.524,10.748,11.612,8.924,8.06,6.812,8.348,9.404,9.788,7.772,6.428,7.58,9.884,11.324,7.484,6.332,7.196,7.196,6.812,11.516
9.884,8.06,6.14,6.716,6.524,10.652,11.708,10.652,10.652,9.5,9.404,7.484,6.236,6.62,7.964,7.196,10.172,10.076,9.5,8.252,9.788,9.98,6.236,9.212,9.116,8.636,9.98,11.132,10.268,10.652,8.828,7.964,10.172,12.284,12.956,10.652,10.268,9.884,8.444,6.524,6.62,6.62,11.228,10.748,7.388,7.388,9.212,11.228,11.804,10.364,14.108,12.956,10.748,9.788,11.036,10.652,13.148,9.5,8.444,6.044
9.404,9.404,7.868,8.156,13.82,11.612,9.98,8.444,8.348,6.524,6.62,7.484,11.132,12.38,11.42,10.652,8.444,8.252,7.58,7.004,6.716,6.044,8.54,9.788,9.884,10.268,9.98,9.116,6.908,6.62,8.252,7.292,6.524,9.116,9.98,10.172,10.172,7.004,6.908,6.62,9.5,10.076,10.076,8.252,8.252,8.06,6.812,7.58,11.132,11.42,9.692,7.484,5.66,6.812,9.98,12.956,14.972,10.844,8.444,6.14
9.5,10.46,12.668,11.324,10.268,6.428,6.524,7.004,7.964,10.844,10.172,9.692,8.06,8.444,11.132,11.036,10.652,10.364,7.484,8.156,9.98,9.404,8.444,8.732,10.076,9.5,9.308,7.484,8.252,10.364,11.228,11.228,7.58,7.196,10.076,9.884,9.116,9.116,9.596,9.5,9.116,6.62,6.524,7.292,7.004,8.348,11.324,12.092,14.492,10.364,6.524,6.332,6.812,7.1,7.676,9.308,11.324,10.364,7.292,7.1
8.732,9.404,8.252,8.06,7.292,10.076,10.652,7.196,6.428,7.484,7.1,6.908,6.716,6.332,7.868,6.62,9.5,13.82,13.148,9.308,9.98,10.94,10.268,10.556,10.172,7.388,5.756,8.444,10.748,10.748,7.388,9.116,10.364,11.324,8.252,6.236,5.66,8.444,9.02,9.404,10.172,10.172,10.268,7.1,6.716,6.62,9.404,10.076,10.076,9.788,9.884,10.172,10.268,10.94,7.292,5.756,9.884,11.228,11.132,8.252
8.252,9.692,9.884,9.98,8.06,5.852,8.252,9.5,10.652,9.884,8.924,7.964,9.98,11.132,10.076,6.332,6.236,8.444,9.212,9.884,10.268,10.268,8.06,7.772,9.308,9.404,6.62,6.428,8.348,11.132,11.036,9.596,9.788,9.98,7.964,9.98,10.556,9.98,6.332,6.332,11.42,10.844,8.252,9.212,9.596,9.98,12.188,11.228,12.476,8.444,6.332,7.388,9.404,11.036,10.748,9.404,7.484,9.788,10.748,7.292
7.772,8.924,9.884,10.076,10.076,10.172,9.308,9.884,6.812,8.636,9.98,9.5,8.54,9.212,7.292,6.62,10.172,10.268,9.884,10.268,8.54,10.364,10.46,10.268,7.292,6.908,9.308,10.94,11.516,11.9,10.844,10.748,10.652,10.364,7.772,6.14,6.62,10.076,10.268,10.748,8.732,6.14,7.004,7.196,7.868,11.708,10.556,9.884,7.004,8.06,9.98,14.972,10.172,7.292,7.004,8.06,8.348,10.748,9.5,9.98
9.692,9.884,9.884,9.02,8.444,7.484,7.1,8.444,8.252,8.252,7.292,7.1,7.004,10.652,10.556,9.5,9.884,11.516,10.748,7.868,6.044,6.044,7.004,9.788,11.612,9.5,7.292,7.388,9.5,10.46,11.612,8.54,6.908,7.004,10.268,8.54,6.044,6.428,6.812,10.076,10.748,11.036,8.444,7.004,6.14,9.788,10.844,10.076,6.236,7.484,8.06,9.116,10.076,9.98,7.58,6.62,9.5,9.692,9.884,10.268
7.964,7.964,7.868,10.748,9.98,9.5,7.292,6.524,9.884,11.516,10.556,10.364,10.364,7.772,6.62,6.524,6.716,6.716,11.42,11.804,9.116,6.812,8.156,10.076,10.364,8.156,7.772,7.484,7.196,7.388,9.5,10.844,9.308,6.716,7.58,7.292,10.076,10.556,7.484,6.044,7.292,10.748,8.924,11.228,8.156,7.292,7.196,10.076,8.06,6.716,7.1,8.636,7.868,8.732,10.748,11.324,8.252,6.14,6.14,6.332
10.172,7.868,7.484,9.98,8.06,6.62,6.62,7.58,7.388,7.292,11.036,11.42,10.268,8.636,6.332,6.524,7.196,8.636,10.46,8.924,9.98,9.98,9.884,7.868,6.62,6.716,6.524,6.524,8.252,7.676,7.004,6.908,8.924,11.708,11.228,7.868,6.332,9.404,12.476,12.38,10.556,8.828,7.868,8.636,11.324,10.844,6.524,7.004,9.5,9.116,8.924,9.884,9.884,10.844,11.036,8.252,7.772,7.58,11.228,11.036
10.076,9.5,8.156,6.14,6.236,9.788,11.036,7.964,6.236,6.62,7.292,6.812,9.116,10.364,10.076,9.404,9.884,8.444,6.716,6.332,9.5,11.612,10.94,11.42,9.98,9.5,9.5,9.212,9.788,7.868,6.428,6.908,7.868,11.804,9.98,8.252,7.772,6.236,6.62,8.732,7.676,6.812,9.308,10.076,7.58,6.14,8.156,10.556,14.972,11.228,9.212,8.732,9.308,10.076,9.212,9.116,7.772,7.58,7.196,7.484
7.484,9.788,11.612,11.42,10.748,9.98,8.348,6.62,7.004,7.292,7.292,9.884,13.052,11.036,8.924,6.428,7.292,7.868,10.172,10.46,9.212,7.004,7.484,7.292,7.388,9.404,10.172,10.748,10.748,8.348,6.332,6.908,7.58,9.884,9.788,7.388,6.428,9.404,9.5,9.5,9.5,8.54,8.828,9.404,9.308,10.268,9.404,10.268,11.516,10.748,10.076,9.116,7.772,7.58,7.196,7.196,7.004,6.62,6.62,10.748
9.98,8.348,8.252,6.716,7.292,7.004,10.364,12.188,9.308,11.228,14.972,10.172,8.828,7.484,8.54,7.292,5.948,8.732,9.788,7.772,7.196,6.908,6.716,6.428,10.556,11.132,11.324,8.828,5.948,7.004,9.404,8.252,7.484,6.812,6.716,10.652,10.172,10.172,7.964,8.348,12.476,13.34,15.068,8.252,6.044,6.14,6.428,7.676,7.388,7.58,9.5,7.964,7.964,8.252,8.828,7.964,7.868,7.388,7.292,9.116
9.884,9.884,7.196,6.14,9.884,12.764,11.324,10.364,9.98,7.388,6.236,6.332,9.116,9.788,10.46,9.788,9.212,9.788,11.804,7.58,6.14,7.196,6.908,9.884,11.132,8.54,8.444,7.772,7.964,9.212,9.884,10.652,9.308,6.332,6.236,6.14,6.812,9.116,8.924,9.884,8.54,7.004,6.524,10.844,10.46,9.308,8.252,6.812,5.756,6.716,10.268,10.172,9.98,9.98,7.196,6.524,7.676,7.196,9.212,11.132
9.212,10.076,9.98,6.716,6.716,6.62,8.252,8.348,8.348,9.116,9.884,9.788,10.46,9.98,7.772,6.428,6.332,7.484,7.292,9.5,11.516,11.516,10.652,7.292,7.484,8.828,12.092,12.956,9.98,9.116,9.788,9.98,10.172,10.748,8.444,8.06,8.252,11.42,10.556,7.772,6.716,11.42,11.42,9.884,9.404,6.62,6.908,6.716,9.308,8.444,8.348,6.332,6.044,10.172,9.308,7.868,7.388,7.388,9.692,11.804
9.788,9.884,9.788,6.812,6.044,9.308,10.748,11.708,9.5,6.908,6.428,9.98,12.86,11.324,10.556,7.004,7.1,10.172,9.308,9.884,9.212,6.428,7.292,6.428,8.06,8.156,9.98,9.116,9.02,6.428,6.14,6.332,9.308,11.132,11.132,6.812,6.428,10.268,10.844,8.252,7.484,7.196,8.924,10.364,10.748,7.676,8.156,9.5,11.132,10.844,9.308,9.884,9.884,7.58,6.524,7.484,7.292,9.308,10.268,10.076
9.788,10.076,6.908,6.908,9.98,9.98,6.908,6.044,6.236,6.524,11.132,9.212,8.348,9.5,8.924,10.364,10.076,9.884,7.676,6.236,7.004,7.58,11.324,12.476,9.98,7.484,6.428,6.908,6.524,6.428,9.884,11.612,11.42,6.908,7.196,7.676,8.636,10.94,11.036,9.404,5.948,6.908,9.884,9.692,7.196,6.428,9.308,11.228,11.228,9.884,7.1,7.676,10.364,10.268,9.884,9.98,9.308,7.772,7.292,6.524
9.404,10.076,10.076,7.868,6.332,9.02,9.788,10.556,9.884,9.98,9.98,10.076,10.076,8.348,8.156,6.428,7.964,10.172,11.804,10.172,10.46,11.42,9.404,6.524,6.332,7.196,8.444,10.172,9.5,9.404,7.388,8.06,8.54,11.9,10.652,11.228,10.46,9.884,8.06,6.428,6.044,8.156,9.116,9.212,8.924,10.172,10.268,10.268,11.324,9.98,10.268,10.268,9.98,9.788,7.676,7.868,8.252,9.788,9.5,8.156
9.212,8.444,7.772,7.484,6.332,7.196,11.324,9.884,7.484,6.908,9.884,10.94,9.98,6.524,6.428,9.212,9.212,9.884,10.844,10.556,6.716,6.524,7.1,11.132,12.956,9.788,9.308,9.692,9.98,8.348,7.868,6.62,11.036,10.652,8.252,9.116,7.484,7.388,8.54,10.364,10.844,7.772,7.196,7.1,9.98,10.364,9.692,7.004,8.444,9.884,10.748,7.484,8.348,8.636,9.404,6.716,6.428,11.036,10.364,8.444
9.308,11.324,10.076,6.236,6.332,9.308,8.732,8.252,9.308,9.116,6.044,5.66,6.908,10.748,12.476,11.324,11.228,10.364,9.404,7.676,6.236,8.156,9.884,9.98,7.58,8.156,10.364,13.724,13.628,11.708,9.5,8.252,9.5,6.332,6.236,10.748,10.94,7.676,9.404,10.652,9.788,6.236,6.524,8.06,8.924,8.156,8.252,10.172,10.076,9.98,8.444,9.404,10.364,9.404,9.5,7.388,7.292,9.596,10.076,6.14
